Participant,Difficulty,Technique,Time
s0334,Level2,C,0.58
s0334,Level3,A,0.67
s0334,Level3,B,0.36
s0334,Level3,C,0.36
s0334,Level4,A,5.61
s0334,Level4,B,3.56
s0334,Level4,C,4.11
s0335,Level1,A,0.78
s0335,Level1,B,1.25
s0335,Level1,C,0.61
s0335,Level2,A,0.83
s0335,Level2,B,0.92
s0335,Level2,C,1.14
s0335,Level3,A,0.96
s0335,Level3,B,1.07
s0335,Level3,C,0.87
s0335,Level4,A,4.96
s0335,Level4,B,3.25
s0335,Level4,C,7.78
s0336,Level1,A,0.8
s0336,Level1,B,0.68
s0336,Level1,C,0.77
s0336,Level2,A,1.87
s0336,Level2,B,1.17
s0336,Level2,C,0.82
s0336,Level3,A,0.97
s0336,Level3,B,1.64
s0336,Level3,C,0.53
s0336,Level4,A,2.53
s0336,Level4,B,5.38
s0336,Level4,C,6.89
s0337,Level1,A,0.37
s0337,Level1,B,1.65
s0337,Level1,C,0.35
s0337,Level2,A,0.6
s0337,Level2,B,0.35
s0337,Level2,C,0.62
s0337,Level3,A,0.6
s0337,Level3,B,0.91
s0337,Level3,C,0.74
s0337,Level4,A,6.68
s0337,Level4,B,2.95
s0337,Level4,C,14.59
s0338,Level1,A,0.55
s0338,Level1,B,0.61
s0338,Level1,C,0.33
s0338,Level2,A,0.58
s0338,Level2,B,0.73
s0338,Level2,C,0.36
s0338,Level3,A,0.35
s0338,Level3,B,0.48
s0338,Level3,C,0.93
s0338,Level4,A,3.64
s0338,Level4,B,1.29
s0338,Level4,C,2.9
s0339,Level1,A,0.95
s0339,Level1,B,0.64
s0339,Level1,C,0.75
s0339,Level2,A,0.48
s0339,Level2,B,0.93
s0339,Level2,C,0.6
s0339,Level3,A,1.5
s0339,Level3,B,0.65
s0339,Level3,C,0.45
s0339,Level4,A,2.64
s0339,Level4,B,2.79
s0339,Level4,C,2.64
s0340,Level1,A,1
s0340,Level1,B,0.34
s0340,Level1,C,0.82
s0340,Level2,A,0.49
s0340,Level2,B,0.62
s0340,Level2,C,0.48
s0340,Level3,A,0.67
s0340,Level3,B,0.69
s0340,Level3,C,0.55
s0340,Level4,A,6.05
s0340,Level4,B,4.21
s0340,Level4,C,3.9
s0341,Level1,A,0.54
s0341,Level1,B,0.35
s0341,Level1,C,0.35
s0341,Level2,A,0.97
s0341,Level2,B,0.54
s0341,Level2,C,0.85
s0341,Level3,A,0.51
s0341,Level3,B,0.8
s0341,Level3,C,1.78
s0341,Level4,A,4.72
s0341,Level4,B,6.32
s0341,Level4,C,6.52
s0342,Level1,A,0.3
s0342,Level1,B,0.62
s0342,Level1,C,0.54
s0342,Level2,A,0.46
s0342,Level2,B,0.57
s0342,Level2,C,0.78
s0342,Level3,A,0.44
s0342,Level3,B,0.36
s0342,Level3,C,0.52
s0342,Level4,A,5.78
s0342,Level4,B,4.34
s0342,Level4,C,1.86
s0343,Level1,A,0.21
s0343,Level1,B,0.14
s0343,Level1,C,0.29
s0343,Level2,A,0.49
s0343,Level2,B,0.19
s0343,Level2,C,0.08
s0343,Level3,A,0.21
s0343,Level3,B,0.13
s0343,Level3,C,0.07
s0343,Level4,A,0.51
s0343,Level4,B,0.54
s0343,Level4,C,1.92
s0344,Level1,A,0.34
s0344,Level1,B,0.4
s0344,Level1,C,0.2
s0344,Level2,A,0.2
s0344,Level2,B,0.54
s0344,Level2,C,0.41
s0344,Level3,A,0.32
s0344,Level3,B,0.44
s0344,Level3,C,0.32
s0344,Level4,A,1.5
s0344,Level4,B,1.82
s0344,Level4,C,1.65
s0345,Level1,A,1.15
s0345,Level1,B,0.81
s0345,Level1,C,1.66
s0345,Level2,A,0.81
s0345,Level2,B,1.29
s0345,Level2,C,0.65
s0345,Level3,A,1.37
s0345,Level3,B,0.81
s0345,Level3,C,1.14
s0345,Level4,A,4.28
s0345,Level4,B,8.02
s0345,Level4,C,2.74
s0346,Level1,A,1.02
s0346,Level1,B,0.66
s0346,Level1,C,0.62
s0346,Level2,A,0.77
s0346,Level2,B,1.19
s0346,Level2,C,0.35
s0346,Level3,A,0.26
s0346,Level3,B,0.35
s0346,Level3,C,0.5
s0346,Level4,A,6.92
s0346,Level4,B,6.83
s0346,Level4,C,3.48
s0347,Level1,A,2.01
s0347,Level1,B,1.05
s0347,Level1,C,1.29
s0347,Level2,A,0.56
s0347,Level2,B,1.1
s0347,Level2,C,0.35
s0347,Level3,A,0.76
s0347,Level3,B,0.48
s0347,Level3,C,1.02
s0347,Level4,A,4.6
s0347,Level4,B,10.55
s0347,Level4,C,7.13
s0348,Level1,A,0.47
s0348,Level1,B,1.48
s0348,Level1,C,0.66
s0348,Level2,A,1.48
s0348,Level2,B,0.36
s0348,Level2,C,0.7
s0348,Level3,A,0.83
s0348,Level3,B,0.54
s0348,Level3,C,0.44
s0348,Level4,A,4.14
s0348,Level4,B,2.04
s0348,Level4,C,3.54
s0349,Level1,A,1.69
s0349,Level1,B,0.63
s0349,Level1,C,0.51
s0349,Level2,A,1.36
s0349,Level2,B,0.69
s0349,Level2,C,0.61
s0349,Level3,A,1.53
s0349,Level3,B,0.76
s0349,Level3,C,0.96
s0349,Level4,A,3.78
s0349,Level4,B,4.18
s0349,Level4,C,6.17
s0350,Level1,A,1.47
s0350,Level1,B,1.02
s0350,Level1,C,0.75
s0350,Level2,A,0.3
s0350,Level2,B,1.39
s0350,Level2,C,0.9
s0350,Level3,A,0.54
s0350,Level3,B,0.98
s0350,Level3,C,0.68
s0350,Level4,A,4.07
s0350,Level4,B,1.61
s0350,Level4,C,4.78
s0351,Level1,A,0.64
s0351,Level1,B,0.63
s0351,Level1,C,0.45
s0351,Level2,A,0.58
s0351,Level2,B,0.83
s0351,Level2,C,0.66
s0351,Level3,A,0.25
s0351,Level3,B,0.41
s0351,Level3,C,0.77
s0351,Level4,A,4.59
s0351,Level4,B,1.01
s0351,Level4,C,2.7
s0352,Level1,A,0.34
s0352,Level1,B,0.79
s0352,Level1,C,0.69
s0352,Level2,A,0.77
s0352,Level2,B,0.57
s0352,Level2,C,0.57
s0352,Level3,A,0.88
s0352,Level3,B,0.83
s0352,Level3,C,0.5
s0352,Level4,A,2.5
s0352,Level4,B,4.5
s0352,Level4,C,4.45
s0353,Level1,A,0.52
s0353,Level1,B,1.35
s0353,Level1,C,1.46
s0353,Level2,A,0.33
s0353,Level2,B,0.53
s0353,Level2,C,0.33
s0353,Level3,A,0.52
s0353,Level3,B,0.81
s0353,Level3,C,1.7
s0353,Level4,A,5.54
s0353,Level4,B,5.02
s0353,Level4,C,4.14
s0354,Level1,A,0.64
s0354,Level1,B,1.08
s0354,Level1,C,0.31
s0354,Level2,A,0.51
s0354,Level2,B,0.18
s0354,Level2,C,0.41
s0354,Level3,A,0.79
s0354,Level3,B,0.45
s0354,Level3,C,0.7
s0354,Level4,A,3.78
s0354,Level4,B,1.88
s0354,Level4,C,3.49
s0355,Level1,A,0.95
s0355,Level1,B,1.1
s0355,Level1,C,0.47
s0355,Level2,A,1.16
s0355,Level2,B,0.82
s0355,Level2,C,1.28
s0355,Level3,A,0.68
s0355,Level3,B,0.86
s0355,Level3,C,1.24
s0355,Level4,A,7.04
s0355,Level4,B,6.2
s0355,Level4,C,1.96
s0356,Level1,A,1.14
s0356,Level1,B,1.44
s0356,Level1,C,0.49
s0356,Level2,A,0.27
s0356,Level2,B,1.06
s0356,Level2,C,1
s0356,Level3,A,0.7
s0356,Level3,B,0.74
s0356,Level3,C,1.24
s0356,Level4,A,3.82
s0356,Level4,B,8.06
s0356,Level4,C,6.42
s0357,Level1,A,2.31
s0357,Level1,B,1.1
s0357,Level1,C,2.39
s0357,Level2,A,2.19
s0357,Level2,B,2.13
s0357,Level2,C,2.33
s0357,Level3,A,2.23
s0357,Level3,B,2.48
s0357,Level3,C,2.35
s0357,Level4,A,7.49
s0357,Level4,B,16.19
s0357,Level4,C,14.9
s0358,Level1,A,0.23
s0358,Level1,B,0.32
s0358,Level1,C,0.46
s0358,Level2,A,0.28
s0358,Level2,B,0.35
s0358,Level2,C,0.15
s0358,Level3,A,0.49
s0358,Level3,B,0.73
s0358,Level3,C,0.38
s0358,Level4,A,2.76
s0358,Level4,B,1.47
s0358,Level4,C,1.64
s0359,Level1,A,0.53
s0359,Level1,B,1.16
s0359,Level1,C,1
s0359,Level2,A,1.38
s0359,Level2,B,0.75
s0359,Level2,C,0.3
s0359,Level3,A,2.3
s0359,Level3,B,1.62
s0359,Level3,C,0.81
s0359,Level4,A,4.53
s0359,Level4,B,11.89
s0359,Level4,C,6.67
s0360,Level1,A,0.86
s0360,Level1,B,0.79
s0360,Level1,C,0.48
s0360,Level2,A,0.92
s0360,Level2,B,0.98
s0360,Level2,C,0.64
s0360,Level3,A,1.15
s0360,Level3,B,0.5
s0360,Level3,C,1.21
s0360,Level4,A,7.86
s0360,Level4,B,4.3
s0360,Level4,C,8.96
s0361,Level1,A,0.23
s0361,Level1,B,0.3
s0361,Level1,C,0.42
s0361,Level2,A,0.42
s0361,Level2,B,0.23
s0361,Level2,C,0.36
s0361,Level3,A,0.5
s0361,Level3,B,0.39
s0361,Level3,C,0.26
s0361,Level4,A,2.21
s0361,Level4,B,1.24
s0361,Level4,C,1.53
s0362,Level1,A,0.66
s0362,Level1,B,0.61
s0362,Level1,C,0.93
s0362,Level2,A,1.47
s0362,Level2,B,1.62
s0362,Level2,C,0.46
s0362,Level3,A,1.62
s0362,Level3,B,0.88
s0362,Level3,C,1.13
s0362,Level4,A,6.98
s0362,Level4,B,4.78
s0362,Level4,C,2.76
s0363,Level1,A,1.51
s0363,Level1,B,2.35
s0363,Level1,C,1.18
s0363,Level2,A,1.63
s0363,Level2,B,1.68
s0363,Level2,C,1.17
s0363,Level3,A,1.31
s0363,Level3,B,2.59
s0363,Level3,C,1.38
s0363,Level4,A,18.12
s0363,Level4,B,12.49
s0363,Level4,C,15.64
s0364,Level1,A,0.83
s0364,Level1,B,0.87
s0364,Level1,C,0.8
s0364,Level2,A,0.31
s0364,Level2,B,0.59
s0364,Level2,C,0.66
s0364,Level3,A,0.23
s0364,Level3,B,1.1
s0364,Level3,C,0.41
s0364,Level4,A,2.11
s0364,Level4,B,2
s0364,Level4,C,4.12
s0365,Level1,A,0.3
s0365,Level1,B,0.25
s0365,Level1,C,0.41
s0365,Level2,A,0.37
s0365,Level2,B,0.37
s0365,Level2,C,0.41
s0365,Level3,A,0.29
s0365,Level3,B,0.21
s0365,Level3,C,0.59
s0365,Level4,A,1.82
s0365,Level4,B,1.72
s0365,Level4,C,2.76
s0366,Level1,A,1.52
s0366,Level1,B,0.77
s0366,Level1,C,1.02
s0366,Level2,A,0.76
s0366,Level2,B,2.52
s0366,Level2,C,0.84
s0366,Level3,A,1.8
s0366,Level3,B,1.88
s0366,Level3,C,1.52
s0366,Level4,A,8.56
s0366,Level4,B,10.31
s0366,Level4,C,4.28
s0367,Level1,A,1.59
s0367,Level1,B,1.95
s0367,Level1,C,1.43
s0367,Level2,A,3.48
s0367,Level2,B,0.83
s0367,Level2,C,0.8
s0367,Level3,A,0.78
s0367,Level3,B,1.2
s0367,Level3,C,0.66
s0367,Level4,A,3.6
s0367,Level4,B,11.57
s0367,Level4,C,5.4
s0368,Level1,A,0.78
s0368,Level1,B,0.66
s0368,Level1,C,0.48
s0368,Level2,A,0.53
s0368,Level2,B,0.78
s0368,Level2,C,0.39
s0368,Level3,A,0.83
s0368,Level3,B,0.69
s0368,Level3,C,0.65
s0368,Level4,A,3.38
s0368,Level4,B,4.28
s0368,Level4,C,6.81
s0369,Level1,A,0.46
s0369,Level1,B,0.58
s0369,Level1,C,0.82
s0369,Level2,A,0.56
s0369,Level2,B,0.37
s0369,Level2,C,0.38
s0369,Level3,A,0.25
s0369,Level3,B,0.82
s0369,Level3,C,1.83
s0369,Level4,A,3.55
s0369,Level4,B,6.45
s0369,Level4,C,3.53
s0370,Level1,A,0.64
s0370,Level1,B,0.48
s0370,Level1,C,0.58
s0370,Level2,A,0.66
s0370,Level2,B,0.37
s0370,Level2,C,0.21
s0370,Level3,A,0.26
s0370,Level3,B,0.34
s0370,Level3,C,0.22
s0370,Level4,A,2.42
s0370,Level4,B,1.72
s0370,Level4,C,1.78
s0371,Level1,A,1.73
s0371,Level1,B,1.24
s0371,Level1,C,0.84
s0371,Level2,A,0.78
s0371,Level2,B,1.41
s0371,Level2,C,0.59
s0371,Level3,A,1.85
s0371,Level3,B,2.07
s0371,Level3,C,0.87
s0371,Level4,A,6.19
s0371,Level4,B,5.02
s0371,Level4,C,3.99
s0372,Level1,A,1.15
s0372,Level1,B,1.35
s0372,Level1,C,2.93
s0372,Level2,A,1.32
s0372,Level2,B,1.4
s0372,Level2,C,1.67
s0372,Level3,A,1.64
s0372,Level3,B,0.9
s0372,Level3,C,1.13
s0372,Level4,A,24.1
s0372,Level4,B,22.24
s0372,Level4,C,10.26
s0373,Level1,A,1.28
s0373,Level1,B,1.85
s0373,Level1,C,1.16
s0373,Level2,A,0.97
s0373,Level2,B,1.2
s0373,Level2,C,1.91
s0373,Level3,A,0.56
s0373,Level3,B,1.92
s0373,Level3,C,1.18
s0373,Level4,A,11.83
s0373,Level4,B,4.43
s0373,Level4,C,10.89
s0374,Level1,A,0.59
s0374,Level1,B,0.38
s0374,Level1,C,1.13
s0374,Level2,A,0.33
s0374,Level2,B,0.41
s0374,Level2,C,0.58
s0374,Level3,A,0.9
s0374,Level3,B,0.35
s0374,Level3,C,0.5
s0374,Level4,A,4.35
s0374,Level4,B,1.9
s0374,Level4,C,4.64
s0375,Level1,A,1.14
s0375,Level1,B,1.06
s0375,Level1,C,0.91
s0375,Level2,A,0.37
s0375,Level2,B,0.51
s0375,Level2,C,0.84
s0375,Level3,A,0.67
s0375,Level3,B,0.51
s0375,Level3,C,0.59
s0375,Level4,A,7.32
s0375,Level4,B,8.84
s0375,Level4,C,4.37
s0376,Level1,A,0.37
s0376,Level1,B,0.72
s0376,Level1,C,0.48
s0376,Level2,A,0.48
s0376,Level2,B,0.36
s0376,Level2,C,0.55
s0376,Level3,A,0.2
s0376,Level3,B,0.57
s0376,Level3,C,0.55
s0376,Level4,A,6.02
s0376,Level4,B,2.37
s0376,Level4,C,1.64
s0377,Level1,A,0.62
s0377,Level1,B,0.97
s0377,Level1,C,0.54
s0377,Level2,A,0.48
s0377,Level2,B,1.2
s0377,Level2,C,1.02
s0377,Level3,A,1.61
s0377,Level3,B,1.18
s0377,Level3,C,0.52
s0377,Level4,A,1.2
s0377,Level4,B,1.6
s0377,Level4,C,2.52
s0378,Level1,A,0.77
s0378,Level1,B,0.42
s0378,Level1,C,1.41
s0378,Level2,A,1.56
s0378,Level2,B,0.8
s0378,Level2,C,1.24
s0378,Level3,A,1.18
s0378,Level3,B,1.19
s0378,Level3,C,1.33
s0378,Level4,A,7.33
s0378,Level4,B,4.73
s0378,Level4,C,3.03
s0379,Level1,A,1.64
s0379,Level1,B,2.47
s0379,Level1,C,2.03
s0379,Level2,A,2.18
s0379,Level2,B,1.22
s0379,Level2,C,1.56
s0379,Level3,A,1.36
s0379,Level3,B,1.9
s0379,Level3,C,1.87
s0379,Level4,A,13.95
s0379,Level4,B,22.22
s0379,Level4,C,12.76
s0380,Level1,A,1.54
s0380,Level1,B,2.77
s0380,Level1,C,1.64
s0380,Level2,A,2.77
s0380,Level2,B,3.41
s0380,Level2,C,2.68
s0380,Level3,A,2.04
s0380,Level3,B,0.9
s0380,Level3,C,1.42
s0380,Level4,A,13.39
s0380,Level4,B,20.49
s0380,Level4,C,22.41
s0381,Level1,A,1.15
s0381,Level1,B,0.38
s0381,Level1,C,0.29
s0381,Level2,A,1.25
s0381,Level2,B,1.38
s0381,Level2,C,0.71
s0381,Level3,A,1.26
s0381,Level3,B,0.78
s0381,Level3,C,1.54
s0381,Level4,A,2.85
s0381,Level4,B,3.77
s0381,Level4,C,3.14
s0382,Level1,A,0.31
s0382,Level1,B,0.46
s0382,Level1,C,0.23
s0382,Level2,A,0.22
s0382,Level2,B,0.4
s0382,Level2,C,0.45
s0382,Level3,A,0.51
s0382,Level3,B,0.29
s0382,Level3,C,0.28
s0382,Level4,A,3.73
s0382,Level4,B,6.84
s0382,Level4,C,3.84
s0383,Level1,A,1.01
s0383,Level1,B,0.68
s0383,Level1,C,0.39
s0383,Level2,A,0.8
s0383,Level2,B,0.37
s0383,Level2,C,0.58
s0383,Level3,A,0.92
s0383,Level3,B,0.54
s0383,Level3,C,0.48
s0383,Level4,A,1.35
s0383,Level4,B,3.87
s0383,Level4,C,4.56
s0384,Level1,A,0.98
s0384,Level1,B,0.46
s0384,Level1,C,0.5
s0384,Level2,A,1.13
s0384,Level2,B,0.68
s0384,Level2,C,0.32
s0384,Level3,A,0.84
s0384,Level3,B,0.51
s0384,Level3,C,0.8
s0384,Level4,A,5.57
s0384,Level4,B,2.61
s0384,Level4,C,3.34
s0385,Level1,A,0.96
s0385,Level1,B,0.52
s0385,Level1,C,0.48
s0385,Level2,A,0.52
s0385,Level2,B,0.36
s0385,Level2,C,0.64
s0385,Level3,A,0.72
s0385,Level3,B,0.38
s0385,Level3,C,1.06
s0385,Level4,A,2.28
s0385,Level4,B,1.83
s0385,Level4,C,2.74
s0386,Level1,A,1.12
s0386,Level1,B,0.65
s0386,Level1,C,0.95
s0386,Level2,A,1.15
s0386,Level2,B,0.25
s0386,Level2,C,0.34
s0386,Level3,A,0.99
s0386,Level3,B,1.38
s0386,Level3,C,1.25
s0386,Level4,A,4.8
s0386,Level4,B,8.72
s0386,Level4,C,5.24
s0387,Level1,A,0.6
s0387,Level1,B,0.55
s0387,Level1,C,1.04
s0387,Level2,A,0.47
s0387,Level2,B,0.62
s0387,Level2,C,0.61
s0387,Level3,A,1.02
s0387,Level3,B,1.29
s0387,Level3,C,0.76
s0387,Level4,A,3.63
s0387,Level4,B,2.29
s0387,Level4,C,3.42
s0388,Level1,A,3.21
s0388,Level1,B,0.8
s0388,Level1,C,1.36
s0388,Level2,A,1.22
s0388,Level2,B,1.15
s0388,Level2,C,0.41
s0388,Level3,A,0.74
s0388,Level3,B,1.59
s0388,Level3,C,1.14
s0388,Level4,A,15
s0388,Level4,B,24.87
s0388,Level4,C,10.01
s0389,Level1,A,0.79
s0389,Level1,B,0.81
s0389,Level1,C,0.8
s0389,Level2,A,0.86
s0389,Level2,B,0.5
s0389,Level2,C,0.42
s0389,Level3,A,0.39
s0389,Level3,B,0.65
s0389,Level3,C,0.71
s0389,Level4,A,6.54
s0389,Level4,B,2.22
s0389,Level4,C,6.83
s0390,Level1,A,1.53
s0390,Level1,B,1.31
s0390,Level1,C,1.02
s0390,Level2,A,3.28
s0390,Level2,B,1.62
s0390,Level2,C,2.57
s0390,Level3,A,3
s0390,Level3,B,1.95
s0390,Level3,C,1.99
s0390,Level4,A,8.98
s0390,Level4,B,29
s0390,Level4,C,15.11
s0391,Level1,A,2.12
s0391,Level1,B,1.07
s0391,Level1,C,1.96
s0391,Level2,A,1.46
s0391,Level2,B,1.27
s0391,Level2,C,1.35
s0391,Level3,A,0.83
s0391,Level3,B,3.32
s0391,Level3,C,0.95
s0391,Level4,A,8.44
s0391,Level4,B,12.77
s0391,Level4,C,12.95
s0392,Level1,A,1.02
s0392,Level1,B,0.74
s0392,Level1,C,1.51
s0392,Level2,A,0.58
s0392,Level2,B,1.06
s0392,Level2,C,1.3
s0392,Level3,A,0.75
s0392,Level3,B,1.42
s0392,Level3,C,0.44
s0392,Level4,A,5.82
s0392,Level4,B,7.72
s0392,Level4,C,3.27
s0393,Level1,A,0.43
s0393,Level1,B,0.43
s0393,Level1,C,0.5
s0393,Level2,A,0.14
s0393,Level2,B,0.2
s0393,Level2,C,0.75
s0393,Level3,A,0.4
s0393,Level3,B,0.29
s0393,Level3,C,0.47
s0393,Level4,A,1.81
s0393,Level4,B,1.44
s0393,Level4,C,2.68
s0394,Level1,A,0.52
s0394,Level1,B,1.39
s0394,Level1,C,1.45
s0394,Level2,A,1.06
s0394,Level2,B,1.19
s0394,Level2,C,0.94
s0394,Level3,A,1.6
s0394,Level3,B,0.47
s0394,Level3,C,0.42
s0394,Level4,A,4.77
s0394,Level4,B,14.06
s0394,Level4,C,2.73
s0395,Level1,A,0.59
s0395,Level1,B,0.54
s0395,Level1,C,0.89
s0395,Level2,A,0.69
s0395,Level2,B,0.81
s0395,Level2,C,0.59
s0395,Level3,A,1.9
s0395,Level3,B,0.61
s0395,Level3,C,0.31
s0395,Level4,A,4.54
s0395,Level4,B,6.16
s0395,Level4,C,4.79
s0396,Level1,A,0.83
s0396,Level1,B,0.57
s0396,Level1,C,0.3
s0396,Level2,A,0.78
s0396,Level2,B,0.43
s0396,Level2,C,0.66
s0396,Level3,A,0.43
s0396,Level3,B,0.82
s0396,Level3,C,0.76
s0396,Level4,A,4.37
s0396,Level4,B,1.94
s0396,Level4,C,3.42
s0397,Level1,A,1.13
s0397,Level1,B,0.41
s0397,Level1,C,0.66
s0397,Level2,A,0.62
s0397,Level2,B,0.37
s0397,Level2,C,0.32
s0397,Level3,A,0.64
s0397,Level3,B,0.53
s0397,Level3,C,0.5
s0397,Level4,A,3.05
s0397,Level4,B,3.33
s0397,Level4,C,2.58
s0398,Level1,A,0.95
s0398,Level1,B,0.61
s0398,Level1,C,1.43
s0398,Level2,A,0.43
s0398,Level2,B,0.89
s0398,Level2,C,0.36
s0398,Level3,A,0.48
s0398,Level3,B,0.8
s0398,Level3,C,1.29
s0398,Level4,A,3.62
s0398,Level4,B,3.66
s0398,Level4,C,7.51
s0399,Level1,A,1.47
s0399,Level1,B,0.77
s0399,Level1,C,0.75
s0399,Level2,A,0.7
s0399,Level2,B,1.56
s0399,Level2,C,3.9
s0399,Level3,A,1.27
s0399,Level3,B,3.54
s0399,Level3,C,1.91
s0399,Level4,A,15.47
s0399,Level4,B,10.54
s0399,Level4,C,6.09
s0400,Level1,A,0.29
s0400,Level1,B,0.14
s0400,Level1,C,0.23
s0400,Level2,A,0.28
s0400,Level2,B,0.17
s0400,Level2,C,0.27
s0400,Level3,A,0.67
s0400,Level3,B,0.14
s0400,Level3,C,0.31
s0400,Level4,A,3.35
s0400,Level4,B,1.9
s0400,Level4,C,1.72
s0401,Level1,A,1.37
s0401,Level1,B,0.67
s0401,Level1,C,0.93
s0401,Level2,A,0.44
s0401,Level2,B,0.95
s0401,Level2,C,0.4
s0401,Level3,A,1.01
s0401,Level3,B,0.99
s0401,Level3,C,0.6
s0401,Level4,A,4.91
s0401,Level4,B,10.99
s0401,Level4,C,5.84
s0402,Level1,A,0.65
s0402,Level1,B,0.69
s0402,Level1,C,0.26
s0402,Level2,A,0.66
s0402,Level2,B,0.77
s0402,Level2,C,0.35
s0402,Level3,A,0.93
s0402,Level3,B,0.34
s0402,Level3,C,0.6
s0402,Level4,A,2.27
s0402,Level4,B,2.92
s0402,Level4,C,2.63
s0403,Level1,A,2.3
s0403,Level1,B,2.02
s0403,Level1,C,1.46
s0403,Level2,A,1.17
s0403,Level2,B,0.77
s0403,Level2,C,2.41
s0403,Level3,A,1.29
s0403,Level3,B,0.35
s0403,Level3,C,1.28
s0403,Level4,A,22.39
s0403,Level4,B,7.2
s0403,Level4,C,8.96
s0404,Level1,A,1.34
s0404,Level1,B,0.61
s0404,Level1,C,0.57
s0404,Level2,A,0.97
s0404,Level2,B,1.29
s0404,Level2,C,1.18
s0404,Level3,A,0.3
s0404,Level3,B,2.86
s0404,Level3,C,0.95
s0404,Level4,A,6.89
s0404,Level4,B,4.98
s0404,Level4,C,3.94
s0405,Level1,A,0.41
s0405,Level1,B,0.52
s0405,Level1,C,0.77
s0405,Level2,A,1.33
s0405,Level2,B,0.33
s0405,Level2,C,0.96
s0405,Level3,A,0.62
s0405,Level3,B,0.31
s0405,Level3,C,0.63
s0405,Level4,A,4.02
s0405,Level4,B,2.13
s0405,Level4,C,3.48
s0406,Level1,A,0.64
s0406,Level1,B,0.81
s0406,Level1,C,0.73
s0406,Level2,A,0.93
s0406,Level2,B,0.8
s0406,Level2,C,1.6
s0406,Level3,A,0.72
s0406,Level3,B,0.83
s0406,Level3,C,1.31
s0406,Level4,A,6.17
s0406,Level4,B,2.66
s0406,Level4,C,5.69
s0407,Level1,A,0.66
s0407,Level1,B,0.9
s0407,Level1,C,0.91
s0407,Level2,A,0.82
s0407,Level2,B,2.6
s0407,Level2,C,0.72
s0407,Level3,A,0.83
s0407,Level3,B,0.95
s0407,Level3,C,2.51
s0407,Level4,A,5.81
s0407,Level4,B,6.85
s0407,Level4,C,3.89
s0408,Level1,A,0.57
s0408,Level1,B,0.37
s0408,Level1,C,0.71
s0408,Level2,A,0.31
s0408,Level2,B,0.37
s0408,Level2,C,0.93
s0408,Level3,A,0.67
s0408,Level3,B,0.81
s0408,Level3,C,0.76
s0408,Level4,A,6.39
s0408,Level4,B,2.38
s0408,Level4,C,2.68
s0409,Level1,A,1.06
s0409,Level1,B,1.06
s0409,Level1,C,1.6
s0409,Level2,A,1.45
s0409,Level2,B,1.21
s0409,Level2,C,0.7
s0409,Level3,A,1.7
s0409,Level3,B,1.28
s0409,Level3,C,1.54
s0409,Level4,A,15.63
s0409,Level4,B,9.25
s0409,Level4,C,6.3
s0410,Level1,A,0.33
s0410,Level1,B,0.65
s0410,Level1,C,1.4
s0410,Level2,A,0.87
s0410,Level2,B,0.27
s0410,Level2,C,0.39
s0410,Level3,A,0.44
s0410,Level3,B,0.72
s0410,Level3,C,0.45
s0410,Level4,A,3.67
s0410,Level4,B,2.21
s0410,Level4,C,3.59
s0411,Level1,A,0.45
s0411,Level1,B,0.31
s0411,Level1,C,0.3
s0411,Level2,A,0.87
s0411,Level2,B,0.21
s0411,Level2,C,0.24
s0411,Level3,A,0.37
s0411,Level3,B,0.55
s0411,Level3,C,0.24
s0411,Level4,A,3.21
s0411,Level4,B,1.36
s0411,Level4,C,2.45
s0412,Level1,A,0.43
s0412,Level1,B,1.09
s0412,Level1,C,0.97
s0412,Level2,A,0.84
s0412,Level2,B,0.69
s0412,Level2,C,0.9
s0412,Level3,A,0.31
s0412,Level3,B,0.32
s0412,Level3,C,0.39
s0412,Level4,A,2.66
s0412,Level4,B,4.41
s0412,Level4,C,5.44
s0413,Level1,A,0.58
s0413,Level1,B,0.83
s0413,Level1,C,0.81
s0413,Level2,A,0.33
s0413,Level2,B,0.7
s0413,Level2,C,0.84
s0413,Level3,A,0.64
s0413,Level3,B,0.66
s0413,Level3,C,0.55
s0413,Level4,A,2.28
s0413,Level4,B,4.8
s0413,Level4,C,2.63
s0414,Level1,A,0.87
s0414,Level1,B,0.55
s0414,Level1,C,0.19
s0414,Level2,A,0.4
s0414,Level2,B,0.63
s0414,Level2,C,1.91
s0414,Level3,A,0.33
s0414,Level3,B,0.53
s0414,Level3,C,0.62
s0414,Level4,A,2.72
s0414,Level4,B,3.16
s0414,Level4,C,2.31
s0415,Level1,A,0.62
s0415,Level1,B,0.51
s0415,Level1,C,0.29
s0415,Level2,A,0.31
s0415,Level2,B,0.68
s0415,Level2,C,0.38
s0415,Level3,A,0.49
s0415,Level3,B,0.49
s0415,Level3,C,0.53
s0415,Level4,A,4.98
s0415,Level4,B,12.79
s0415,Level4,C,4.94
s0416,Level1,A,0.61
s0416,Level1,B,0.2
s0416,Level1,C,0.32
s0416,Level2,A,0.49
s0416,Level2,B,1.31
s0416,Level2,C,0.46
s0416,Level3,A,0.47
s0416,Level3,B,0.96
s0416,Level3,C,0.67
s0416,Level4,A,5.19
s0416,Level4,B,4.46
s0416,Level4,C,2.42
s0417,Level1,A,0.88
s0417,Level1,B,0.63
s0417,Level1,C,0.46
s0417,Level2,A,0.45
s0417,Level2,B,0.57
s0417,Level2,C,0.52
s0417,Level3,A,0.65
s0417,Level3,B,0.51
